contig	assembly_name	gene_callers_id	start	stop	Archaea_76	Bacteria_71	COG20_CATEGORY	COG20_FUNCTION	COG20_PATHWAY	CyCOGv6	KEGG_BRITE	KEGG_Class	KEGG_Module	KOfam	Protista_83	Ribosomal_RNA_16S	Ribosomal_RNA_23S	Transfer_RNAs	Archaea_76_ACC	Bacteria_71_ACC	COG20_CATEGORY_ACC	COG20_FUNCTION_ACC	COG20_PATHWAY_ACC	CyCOGv6_ACC	KEGG_BRITE_ACC	KEGG_Class_ACC	KEGG_Module_ACC	KOfam_ACC	Protista_83_ACC	Ribosomal_RNA_16S_ACC	Ribosomal_RNA_23S_ACC	Transfer_RNAs_ACC	type
c_000000000241	SQK-NBD114-24_barcode06_2	3617.0	12228	13167			Lipid transport and metabolism!!!Secondary metabolites biosynthesis, transport and catabolism	3-oxoacyl-(acyl-carrier-protein) synthase (FabB) (PDB:2UV8) (PUBMED:21652641)	Fatty acid biosynthesis	3-oxoacyl-[acyl-carrier-protein] synthase II	KEGG Orthology (KO)>>>09100 Metabolism>>>09109 Metabolism of terpenoids and polyketides>>>01052 Type I polyketide structures [PATH:ko01052]!!!Polyketide biosynthesis proteins>>>Polyketide synthase (PKS)>>>Modular type I PKS>>>cis-AT PKS>>>Candicidin PKS	Pathway modules; Lipid metabolism; Fatty acid metabolism!!!Pathway modules; Lipid metabolism; Fatty acid metabolism!!!Pathway modules; Lipid metabolism; Fatty acid metabolism!!!Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	Fatty acid biosynthesis, elongation!!!Fatty acid biosynthesis in mitochondria, animals!!!Fatty acid biosynthesis in mitochondria, fungi!!!Pimeloyl-ACP biosynthesis, BioC-BioH pathway, malonyl-ACP => pimeloyl-ACP	3-oxoacyl-[acyl-carrier-protein] synthase II [EC:2.3.1.179]							I!!!Q	COG0304	COG0304	CyCOG_60000116	ko00001!!!ko01008	M00083!!!M00873!!!M00874!!!M00572	M00083!!!M00873!!!M00874!!!M00572	K09458					gene
c_000000000249	SQK-NBD114-24_barcode06_2	3737.0	0	930			Amino acid transport and metabolism!!!Inorganic ion transport and metabolism	ABC-type dipeptide/oligopeptide/nickel transport system, permease component (DppB)		biotin carboxylase											E!!!P	COG0601		CyCOG_60000248									gene
c_000000000001	SQK-NBD114-24_barcode18_8	828.1	901986	908249																													intergenic
c_000000000001	SQK-NBD114-24_barcode18_8	2349.1	2591080	2599224																													intergenic
c_000000000001	SQK-NBD114-24_barcode18_8	2626.1	2932142	2938131																													intergenic
c_000000000001	SQK-NBD114-24_barcode18_8	2904.1	3252731	3259315																													intergenic
c_000000000001	SQK-NBD114-24_barcode16_10	1520.1	1688659	1696803																													intergenic
c_000000000001	SQK-NBD114-24_barcode16_10	1797.1	2029722	2035711																													intergenic
c_000000000001	SQK-NBD114-24_barcode16_10	2075.1	2350311	2356895																													intergenic
c_000000000004	SQK-NBD114-24_barcode23_1	140.0	21273	22356			Energy production and conversion	Photosystem II reaction center D1, PsbA (PsbA) (PDB:1S5L)	Photosystem II	photosystem II P680 reaction center D1 protein	KEGG Orthology (KO)>>>09100 Metabolism>>>09102 Energy metabolism>>>00195 Photosynthesis [PATH:ko00195]!!!Enzymes>>>1. Oxidoreductases>>>1.10  Acting on diphenols and related substances as donors>>>1.10.3  With oxygen as acceptor>>>1.10.3.9  photosystem II!!!Photosynthesis proteins>>>Photosystem and electron transport system>>>Photosystem II (P680 chlorophyll a) [OT]>>>Main subunits	Pathway modules; Energy metabolism; Photosynthesis!!!Signature modules; Module set; Metabolic capacity	Photosystem II!!!Oxygenic photosynthesis in plants and cyanobacteria	photosystem II P680 reaction center D1 protein [EC:1.10.3.9]							C	COG5716	COG5716	CyCOG_60000032	ko00001!!!ko01000!!!ko00194	M00161!!!M00611	M00161!!!M00611	K02703					gene
c_000000000004	SQK-NBD114-24_barcode23_1	140.1	22357	22467																													intergenic
c_000000000014	SQK-NBD114-24_barcode23_1	402.0	0	180						protein of unknown function (DUF4214)														CyCOG_60001883									gene
c_000000000014	SQK-NBD114-24_barcode23_1	403.0	176	488						protein of unknown function (DUF4214)														CyCOG_60001883									gene
c_000000000014	SQK-NBD114-24_barcode23_1	403.1	489	806																													intergenic
c_000000000045	SQK-NBD114-24_barcode23_1	1228.0	13367	13835			Amino acid transport and metabolism	Glutamate N-acetyltransferase (ornithine transacetylase) (ArgJ) (PDB:1VRA)	Arginine biosynthesis	glutamate N-acetyltransferase											E	COG1364	COG1364	CyCOG_60000119									gene
c_000000000061	SQK-NBD114-24_barcode23_1	1585.0	12638	13055			Replication, recombination and repair	RecA/RadA recombinase (RecA) (PDB:1B22)		RecA protein	KEGG Orthology (KO)>>>09120 Genetic Information Processing>>>09124 Replication and repair>>>03440 Homologous recombination [PATH:ko03440]!!!DNA repair and recombination proteins>>>Prokaryotic type>>>TLS (translesion DNA synthesis) factors>>>Other SOS response factors!!!DNA repair and recombination proteins>>>Prokaryotic type>>>DSBR (double strand breaks repair)>>>HR (homologous recombination)>>>RecBC pathway proteins!!!DNA repair and recombination proteins>>>Prokaryotic type>>>DSBR (double strand breaks repair)>>>HR (homologous recombination)>>>RecFOR pathway proteins			recombination protein RecA							L	COG0468		CyCOG_60000359	ko00001!!!ko03400!!!ko03400!!!ko03400			K03553					gene
c_000000000066	SQK-NBD114-24_barcode23_1	1675.0	6709	7567			Translation, ribosomal structure and biogenesis	Epoxyqueuosine reductase QueG (queuosine biosynthesis) (QueG) (PDB:5D08) (PUBMED:2150253)	tRNA modification	epoxyqueuosine reductase	Enzymes>>>1. Oxidoreductases>>>1.17  Acting on CH or CH2 groups>>>1.17.99  With unknown physiological acceptors>>>1.17.99.6  epoxyqueuosine reductase!!!Transfer RNA biogenesis>>>Prokaryotic type>>>tRNA modification factors>>>Other tRNA modification factors			epoxyqueuosine reductase [EC:1.17.99.6]							J	COG1600	COG1600	CyCOG_60000322	ko01000!!!ko03016			K18979					gene
c_000000000002	SQK-NBD114-24_barcode24_2	220.1	37435	37826																													intergenic
c_000000000004	SQK-NBD114-24_barcode24_2	266.0	33106	33877			Amino acid transport and metabolism	Glycine/serine hydroxymethyltransferase (GlyA) (PDB:1BJ4)	Serine biosynthesis	protein of unknown function (DUF4214)											E	COG0112	COG0112	CyCOG_60001883									gene
c_000000000009	SQK-NBD114-24_barcode24_2	409.0	21379	21970			General function prediction only!!!Cell wall/membrane/envelope biogenesis!!!Posttranslational modification, protein turnover, chaperones	Tetratricopeptide (TPR) repeat (TPR) (PDB:3AS4)!!!Outer membrane protein chaperone/metalloprotease BepA/YfgC, contains M48 and TPR domains (BepA) (PDB:6AIT) (PUBMED:24003122)		Tetratricopeptide repeat-containing protein	Cilium and associated proteins>>>Motile cilia and associated proteins>>>Dynein assembly factors!!!Cytoskeleton proteins>>>Eukaryotic cytoskeleton proteins>>>Microtubules>>>Tubulin-binding proteins>>>Dyneins>>>Dynein-related proteins			protein O-mannosyl-transferase [EC:2.4.1.-]							R!!!M!!!O	COG0457!!!COG4783		CyCOG_60001259	ko03037!!!ko04812			K23424					gene
c_000000000027	SQK-NBD114-24_barcode24_2	839.1	258	680																													intergenic
c_000000000027	SQK-NBD114-24_barcode24_2	840.0	681	798						Hydrogenase/urease accessory protein HupE														CyCOG_60001731									gene
c_000000000027	SQK-NBD114-24_barcode24_2	841.1	1035	1472																													intergenic
c_000000000033	SQK-NBD114-24_barcode24_2	1205.0	1	355			Cell wall/membrane/envelope biogenesis	Nucleoside-diphosphate-sugar epimerase (WcaG) (PDB:2X4G)		Nucleoside-diphosphate-sugar epimerase											M	COG0451		CyCOG_60001177									gene
c_000000000033	SQK-NBD114-24_barcode24_2	1206.0	326	743			Lipid transport and metabolism	Phosphatidylglycerophosphate synthase (PgsA) (PDB:4MND)	Phospholipid biosynthesis	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase	KEGG Orthology (KO)>>>09100 Metabolism>>>09101 Carbohydrate metabolism>>>00562 Inositol phosphate metabolism [PATH:ko00562]!!!Enzymes>>>2. Transferases>>>2.7  Transferring phosphorus-containing groups>>>2.7.8  Transferases for other substituted phosphate groups>>>2.7.8.34  CDP-L-myo-inositol myo-inositolphosphotransferase			CDP-diacylglycerol---glycerol-3-phosphate 3-phosphatidyltransferase [EC:2.7.8.5]							I	COG0558	COG0558	CyCOG_60001220	ko00001!!!ko01000			K00995					gene
c_000000000038	SQK-NBD114-24_barcode24_2	1347.0	4107	4491			Function unknown	Uncharacterized protein, contains SRPBCC domain (PDB:3GGN)		Polyketide cyclase / dehydrase and lipid transport											S	COG5637		CyCOG_60000398									gene
c_000000000038	SQK-NBD114-24_barcode24_2	1348.0	4746	4962						hypothetical protein														CyCOG_60002828									gene
c_000000000038	SQK-NBD114-24_barcode24_2	1348.1	4963	5120																													intergenic
c_000000000038	SQK-NBD114-24_barcode24_2	1349.0	5121	5427			Energy production and conversion	Uncharacterized cyanobacterial/chloroplast membrane protein Ycf51, DUF2518 (PF10726) domain (Ycf51)		Protein of function (DUF2518)											C	COG5767		CyCOG_60001271									gene
c_000000000043	SQK-NBD114-24_barcode24_2	1458.0	4275	4779			Cell cycle control, cell division, chromosome partitioning!!!Cell wall/membrane/envelope biogenesis	Cell division protein FtsI, peptidoglycan transpeptidase (Penicillin-binding protein 2) (FtsI) (PDB:6HZQ)		peptidoglycan glycosyltransferase											D!!!M	COG0768		CyCOG_60000161									gene
c_000000000048	SQK-NBD114-24_barcode24_2	1641.0	8035	8362						O-antigen chain-terminating methyltransferase														CyCOG_60002798									gene
c_000000000051	SQK-NBD114-24_barcode24_2	1688.0	297	825			Lipid transport and metabolism	Acyl-ACP:phosphate acyltransferase (fatty acid/phospholipid biosynthesis) (PlsX) (PDB:2GK3) (PUBMED:18992246)		phosphate:acyl-[acyl carrier protein] acyltransferase	KEGG Orthology (KO)>>>09100 Metabolism>>>09103 Lipid metabolism>>>00561 Glycerolipid metabolism [PATH:ko00561]!!!Enzymes>>>2. Transferases>>>2.3  Acyltransferases>>>2.3.1  Transferring groups other than aminoacyl groups>>>2.3.1.274  phosphate acyltransferase!!!Lipid biosynthesis proteins>>>Phospholipid acyltransferase>>>GPAT			phosphate acyltransferase [EC:2.3.1.274]							I	COG0416		CyCOG_60000317	ko00001!!!ko01000!!!ko01004			K03621					gene
c_000000000058	SQK-NBD114-24_barcode24_2	1881.0	40365	41448			Energy production and conversion	Photosystem II reaction center D1, PsbA (PsbA) (PDB:1S5L)	Photosystem II	photosystem II P680 reaction center D1 protein	KEGG Orthology (KO)>>>09100 Metabolism>>>09102 Energy metabolism>>>00195 Photosynthesis [PATH:ko00195]!!!Enzymes>>>1. Oxidoreductases>>>1.10  Acting on diphenols and related substances as donors>>>1.10.3  With oxygen as acceptor>>>1.10.3.9  photosystem II!!!Photosynthesis proteins>>>Photosystem and electron transport system>>>Photosystem II (P680 chlorophyll a) [OT]>>>Main subunits	Pathway modules; Energy metabolism; Photosynthesis!!!Signature modules; Module set; Metabolic capacity	Photosystem II!!!Oxygenic photosynthesis in plants and cyanobacteria	photosystem II P680 reaction center D1 protein [EC:1.10.3.9]							C	COG5716	COG5716	CyCOG_60000032	ko00001!!!ko01000!!!ko00194	M00161!!!M00611	M00161!!!M00611	K02703					gene
c_000000000058	SQK-NBD114-24_barcode24_2	1881.1	41449	41559																													intergenic
c_000000000062	SQK-NBD114-24_barcode24_2	1941.0	8476	9742			Coenzyme transport and metabolism	S-adenosylmethionine synthetase (MetK) (PDB:1FUG)	Methionine biosynthesis	methionine adenosyltransferase	KEGG Orthology (KO)>>>09100 Metabolism>>>09105 Amino acid metabolism>>>00270 Cysteine and methionine metabolism [PATH:ko00270]!!!KEGG Orthology (KO)>>>09100 Metabolism>>>09110 Biosynthesis of other secondary metabolites>>>00999 Biosynthesis of various plant secondary metabolites [PATH:ko00999]!!!Enzymes>>>2. Transferases>>>2.5  Transferring alkyl or aryl groups, other than methyl groups>>>2.5.1  Transferring alkyl or aryl groups, other than methyl groups (only sub-subclass identified to date)>>>2.5.1.6  methionine adenosyltransferase	Pathway modules; Amino acid metabolism; Cysteine and methionine metabolism!!!Pathway modules; Amino acid metabolism; Cysteine and methionine metabolism!!!Pathway modules; Amino acid metabolism; Cysteine and methionine metabolism!!!Pathway modules; Amino acid metabolism; Cysteine and methionine metabolism!!!Pathway modules; Biosynthesis of other secondary metabolites; Biosynthesis of phytochemical compounds	Cysteine biosynthesis, methionine => cysteine!!!Methionine salvage pathway!!!Methionine degradation!!!Ethylene biosynthesis, methionine => ethylene!!!Mugineic acid biosynthesis, methionine => 3-epihydroxymugineic acid	S-adenosylmethionine synthetase [EC:2.5.1.6]							H	COG0192	COG0192	CyCOG_60000092	ko00001!!!ko00001!!!ko01000	M00609!!!M00034!!!M00035!!!M00368!!!M00953	M00609!!!M00034!!!M00035!!!M00368!!!M00953	K00789					gene
c_000000000062	SQK-NBD114-24_barcode24_2	1941.1	9743	9807																													intergenic
c_000000000062	SQK-NBD114-24_barcode24_2	1942.0	9808	10114			Amino acid transport and metabolism	N-acetylglutamate synthase or related acetyltransferase, GNAT family (ArgA) (PDB:2R98)	Arginine biosynthesis	Acetyltransferase (GNAT) family protein	Enzymes>>>2. Transferases>>>2.3  Acyltransferases>>>2.3.1  Transferring groups other than aminoacyl groups>>>2.3.1.60  gentamicin 3-N-acetyltransferase!!!Antimicrobial resistance genes>>>Gene variants>>>Aminoglycoside resistance genes>>>N-Acetyltransferases	Pathway modules; Amino acid metabolism; Aromatic amino acid metabolism	Melatonin biosynthesis, plants, tryptophan => serotonin => melatonin	aralkylamine N-acetyltransferase [EC:2.3.1.87]							E	COG1246	COG1246	CyCOG_60000710	ko01000!!!ko01504	M00936	M00936	K22450					gene
c_000000000062	SQK-NBD114-24_barcode24_2	1942.1	10115	10130																													intergenic
c_000000000062	SQK-NBD114-24_barcode24_2	1943.0	10131	10245						Tetratricopeptide repeat-containing protein														CyCOG_60001259									gene
c_000000000001	SQK-NBD114-24_barcode05_2	0.0	1	154			Translation, ribosomal structure and biogenesis!!!Posttranslational modification, protein turnover, chaperones	Ribosome quality control (RQC) protein RqcH, Rqc2/NEMF/Tae2 family, contains fibronectin-(FbpA) and RNA- (NFACT) binding domains (RqcH) (PDB:5H3W) (PUBMED:31155236;24646681)		Predicted component of the ribosome quality control (RQC) complex, YloA/Tae2 family, contains fibronectin-binding (FbpA) and DUF814 domains											J!!!O	COG1293		CyCOG_60000460									gene
c_000000000001	SQK-NBD114-24_barcode05_2	0.1	155	203																													intergenic
c_000000000001	SQK-NBD114-24_barcode05_2	1.0	204	363			Nucleotide transport and metabolism	Guanylate kinase (Gmk) (PDB:1EX6)		guanylate kinase											F	COG0194		CyCOG_60000675									gene
c_000000000002	SQK-NBD114-24_barcode05_2	128.0	459	690						cytochrome c oxidase subunit 2														CyCOG_60000067									gene
c_000000000003	SQK-NBD114-24_barcode05_2	154.0	329	632			Amino acid transport and metabolism	Aspartate kinase (MetL1) (PDB:2CDQ)	Lysine biosynthesis	aspartate kinase											E	COG0527	COG0527	CyCOG_60000139									gene
c_000000000004	SQK-NBD114-24_barcode05_2	223.0	843	2985			General function prediction only	DNA-binding beta-propeller fold protein YncE (YncE) (PDB:3VGZ) (PUBMED:22120742;28628661)		alkaline phosphatase											R	COG3391		CyCOG_60001947									gene
c_000000000005	SQK-NBD114-24_barcode05_2	224.0	1	211			Energy production and conversion	NADH:ubiquinone oxidoreductase subunit 3 (chain A) (NuoA) (PDB:3RKO)	NADH dehydrogenase	NADH dehydrogenase subunit A											C	COG0838	COG0838	CyCOG_60000182									gene
c_000000000005	SQK-NBD114-24_barcode05_2	224.1	212	339																													intergenic
c_000000000005	SQK-NBD114-24_barcode05_2	225.0	340	913			Amino acid transport and metabolism!!!Amino acid transport and metabolism	Glycine cleavage system protein P (pyridoxal-binding), N-terminal domain (GcvP1) (PDB:4LGL)!!!Glycine cleavage system protein P (pyridoxal-binding), C-terminal domain (GcvP2) (PDB:4LGL)	Glycine cleavage!!!Glycine cleavage	glycine dehydrogenase (decarboxylating) alpha subunit /glycine dehydrogenase (decarboxylating) beta subunit											E!!!E	COG0403!!!COG1003	COG0403!!!COG1003	CyCOG_60000107									gene
c_000000000005	SQK-NBD114-24_barcode05_2	225.1	914	1282																													intergenic
c_000000000005	SQK-NBD114-24_barcode05_2	226.0	1283	1814			Amino acid transport and metabolism!!!Amino acid transport and metabolism	Glycine cleavage system protein P (pyridoxal-binding), N-terminal domain (GcvP1) (PDB:4LGL)!!!Glycine cleavage system protein P (pyridoxal-binding), C-terminal domain (GcvP2) (PDB:4LGL)	Glycine cleavage!!!Glycine cleavage	glycine dehydrogenase (decarboxylating) alpha subunit /glycine dehydrogenase (decarboxylating) beta subunit											E!!!E	COG0403!!!COG1003	COG0403!!!COG1003	CyCOG_60000107									gene
c_000000000009	SQK-NBD114-24_barcode05_2	408.0	6618	7110			Amino acid transport and metabolism	Homoserine O-succinyltransferase (MetA) (PDB:2GHR)	Methionine biosynthesis	homoserine O-succinyltransferase											E	COG1897	COG1897	CyCOG_60000625									gene
c_000000000011	SQK-NBD114-24_barcode05_2	491.0	7581	8136			Replication, recombination and repair	DNA gyrase/topoisomerase IV, subunit B (GyrB) (PDB:1EI1)		DNA gyrase subunit B											L	COG0187		CyCOG_60000176									gene
c_000000000012	SQK-NBD114-24_barcode05_2	496.0	1391	1631			Energy production and conversion!!!Posttranslational modification, protein turnover, chaperones	Cytochrome c biogenesis protein CcdA (CcdA) (PDB:5VKV)		cytochrome c-type biogenesis protein											C!!!O	COG0785		CyCOG_60000797									gene
c_000000000012	SQK-NBD114-24_barcode05_2	496.1	1632	1713																													intergenic
c_000000000012	SQK-NBD114-24_barcode05_2	497.1	2390	2723																													intergenic
c_000000000013	SQK-NBD114-24_barcode05_2	501.0	1405	2239			Nucleotide transport and metabolism!!!Signal transduction mechanisms	Exopolyphosphatase/pppGpp-phosphohydrolase (GppA) (PDB:1T6C)		exopolyphosphatase / guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase	KEGG Orthology (KO)>>>09100 Metabolism>>>09104 Nucleotide metabolism>>>00230 Purine metabolism [PATH:ko00230]!!!Enzymes>>>3. Hydrolases>>>3.6  Acting on acid anhydrides>>>3.6.1  In phosphorus-containing anhydrides>>>3.6.1.11  exopolyphosphatase!!!Enzymes>>>3. Hydrolases>>>3.6  Acting on acid anhydrides>>>3.6.1  In phosphorus-containing anhydrides>>>3.6.1.40  guanosine-5'-triphosphate,3'-diphosphate phosphatase			exopolyphosphatase / guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase [EC:3.6.1.11 3.6.1.40]							F!!!T	COG0248		CyCOG_60000213	ko00001!!!ko01000!!!ko01000			K01524					gene
c_000000000017	SQK-NBD114-24_barcode05_2	680.1	55820	56689																													intergenic
c_000000000017	SQK-NBD114-24_barcode05_2	681.0	56690	56816						hypothetical protein														CyCOG_60002115									gene
c_000000000018	SQK-NBD114-24_barcode05_2	682.0	2	896			Coenzyme transport and metabolism	Adenosylmethionine-8-amino-7-oxononanoate aminotransferase (BioA) (PDB:1MLY)	Biotin biosynthesis	adenosylmethionine-8-amino-7-oxononanoate aminotransferase											H	COG0161	COG0161	CyCOG_60000311									gene
c_000000000020	SQK-NBD114-24_barcode05_2	719.0	72	366			Translation, ribosomal structure and biogenesis	mRNA degradation ribonuclease J1/J2 (RnjA) (PDB:3T3N)		ribonuclease J											J	COG0595		CyCOG_60000140									gene
c_000000000021	SQK-NBD114-24_barcode05_2	807.0	8235	8928			Amino acid transport and metabolism	Arginine decarboxylase (spermidine biosynthesis) (SpeA) (PDB:3N2O)		arginine decarboxylase											E	COG1166		CyCOG_60000095									gene
c_000000000021	SQK-NBD114-24_barcode05_2	807.1	8929	9047																													intergenic
c_000000000021	SQK-NBD114-24_barcode05_2	808.0	9048	9171	NDK		Nucleotide transport and metabolism	Nucleoside diphosphate kinase (Ndk) (PDB:1B4S)	Pyrimidine biosynthesis	nucleoside diphosphate kinase									PF00334.19		F	COG0105	COG0105	CyCOG_60000166									gene
c_000000000023	SQK-NBD114-24_barcode05_2	857.0	3149	3674			Translation, ribosomal structure and biogenesis	Tryptophanyl-tRNA synthetase (TrpS) (PDB:3N9I)	Aminoacyl-tRNA synthetases	tryptophanyl-tRNA synthetase	KEGG Orthology (KO)>>>09120 Genetic Information Processing>>>09122 Translation>>>00970 Aminoacyl-tRNA biosynthesis [PATH:ko00970]!!!Enzymes>>>6. Ligases>>>6.1  Forming carbon-oxygen bonds>>>6.1.1  Ligases forming aminoacyl-tRNA and related compounds>>>6.1.1.2  tryptophan---tRNA ligase!!!Amino acid related enzymes>>>Aminoacyl-tRNA synthetase>>>Class I (G)!!!Transfer RNA biogenesis>>>Eukaryotic type>>>Aminoacyl-tRNA synthetases (AARSs)>>>Other AARSs!!!Transfer RNA biogenesis>>>Prokaryotic type>>>Aminoacyl-tRNA synthetases (AARSs)>>>Other AARSs			tryptophanyl-tRNA synthetase [EC:6.1.1.2]							J	COG0180	COG0180	CyCOG_60000748	ko00001!!!ko01000!!!ko01007!!!ko03016!!!ko03016			K01867					gene
c_000000000028	SQK-NBD114-24_barcode05_2	1078.0	8997	9225			Cell wall/membrane/envelope biogenesis	ABC-type lipopolysaccharide export system, ATPase component (LptB) (PDB:5L75) (PUBMED:12029038)		lipopolysaccharide export system ATP-binding protein											M	COG1137		CyCOG_60001484									gene
c_000000000029	SQK-NBD114-24_barcode05_2	1173.0	50948	51350		PGK	Carbohydrate transport and metabolism	3-phosphoglycerate kinase (Pgk) (PDB:13PK)	Glycolysis	phosphoglycerate kinase	KEGG Orthology (KO)>>>09100 Metabolism>>>09101 Carbohydrate metabolism>>>00010 Glycolysis / Gluconeogenesis [PATH:ko00010]!!!KEGG Orthology (KO)>>>09100 Metabolism>>>09102 Energy metabolism>>>00710 Carbon fixation in photosynthetic organisms [PATH:ko00710]!!!KEGG Orthology (KO)>>>09130 Environmental Information Processing>>>09132 Signal transduction>>>04066 HIF-1 signaling pathway [PATH:ko04066]!!!Enzymes>>>2. Transferases>>>2.7  Transferring phosphorus-containing groups>>>2.7.2  Phosphotransferases with a carboxy group as acceptor>>>2.7.2.3  phosphoglycerate kinase!!!Exosome>>>Exosomal proteins>>>Proteins found in most exosomes	Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism!!!Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism!!!Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism!!!Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism!!!Pathway modules; Carbohydrate metabolism; Other carbohydrate metabolism!!!Pathway modules; Energy metabolism; Carbon fixation!!!Pathway modules; Energy metabolism; Carbon fixation!!!Signature modules; Module set; Metabolic capacity!!!Signature modules; Module set; Metabolic capacity	Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate!!!Glycolysis, core module involving three-carbon compounds!!!Gluconeogenesis, oxaloacetate => fructose-6P!!!Semi-phosphorylative Entner-Doudoroff pathway, gluconate => glycerate-3P!!!D-galactonate degradation, De Ley-Doudoroff pathway, D-galactonate => glycerate-3P!!!Reductive pentose phosphate cycle (Calvin cycle)!!!Reductive pentose phosphate cycle, ribulose-5P => glyceraldehyde-3P!!!Oxygenic photosynthesis in plants and cyanobacteria!!!Anoxygenic photosynthesis in purple bacteria	phosphoglycerate kinase [EC:2.7.2.3]						PF00162.19	G	COG0126	COG0126	CyCOG_60000273	ko00001!!!ko00001!!!ko00001!!!ko01000!!!ko04147	M00001!!!M00002!!!M00003!!!M00308!!!M00552!!!M00165!!!M00166!!!M00611!!!M00612	M00001!!!M00002!!!M00003!!!M00308!!!M00552!!!M00165!!!M00166!!!M00611!!!M00612	K00927					gene
c_000000000029	SQK-NBD114-24_barcode05_2	1173.1	51351	51460																													intergenic
c_000000000029	SQK-NBD114-24_barcode05_2	1174.0	51461	51809			Cell cycle control, cell division, chromosome partitioning	Septum site-determining ATPase MinD (MinD) (PDB:4V02)		septum site-determining protein MinD											D	COG2894		CyCOG_60000303									gene
c_000000000030	SQK-NBD114-24_barcode05_2	1175.0	2	1124			Energy production and conversion	TPP-dependent pyruvate or acetoin dehydrogenase subunit alpha (AcoA) (PDB:1DTW)	Pyruvate oxidation	pyruvate dehydrogenase E1 component alpha subunit											C	COG1071	COG1071	CyCOG_60000431									gene
c_000000000031	SQK-NBD114-24_barcode05_2	1224.0	44	542						CopG-like RHH_1 or ribbon-helix-helix domain-containing protein, RHH_5														CyCOG_60001493									gene
c_000000000031	SQK-NBD114-24_barcode05_2	1225.0	543	909						hypothetical protein														CyCOG_60001456									gene
c_000000000031	SQK-NBD114-24_barcode05_2	1226.0	856	1816			Translation, ribosomal structure and biogenesis	Ribosome biogenesis GTPase RsgA (RsgA) (PDB:1T9H)		ribosome biogenesis GTPase	KEGG Orthology (KO)>>>09100 Metabolism>>>09108 Metabolism of cofactors and vitamins>>>00730 Thiamine metabolism [PATH:ko00730]!!!Enzymes>>>3. Hydrolases>>>3.1  Acting on ester bonds>>>3.1.3  Phosphoric-monoester hydrolases>>>3.1.3.100  thiamine phosphate phosphatase!!!Enzymes>>>3. Hydrolases>>>3.6  Acting on acid anhydrides>>>3.6.1  In phosphorus-containing anhydrides>>>3.6.1.-!!!Ribosome biogenesis>>>Prokaryotic type>>>GTPases			ribosome biogenesis GTPase / thiamine phosphate phosphatase [EC:3.6.1.- 3.1.3.100]							J	COG1162		CyCOG_60000590	ko00001!!!ko01000!!!ko01000!!!ko03009			K06949					gene
c_000000000033	SQK-NBD114-24_barcode05_2	1288.0	5673	6054			Coenzyme transport and metabolism	Light-independent protochlorophyllide reductase subunit N, BchN (=ChlN) (BchN) (PDB:2XDQ)		ferredoxin protochlorophyllide reductase subunit N											H	COG5747		CyCOG_60001088									gene
c_000000000036	SQK-NBD114-24_barcode05_2	1451.1	122870	123164																													intergenic
c_000000000036	SQK-NBD114-24_barcode05_2	1466.0	134523	135876			Amino acid transport and metabolism	Glycine/D-amino acid oxidase (deaminating) (DadA) (PDB:3AWI)		glycine oxidase											E	COG0665		CyCOG_60000080									gene
c_000000000037	SQK-NBD114-24_barcode05_2	1468.0	44	173						UDP-galactose 4-epimerase														CyCOG_60000878									gene
c_000000000037	SQK-NBD114-24_barcode05_2	1468.1	174	330																													intergenic
c_000000000038	SQK-NBD114-24_barcode05_2	1482.0	0	156		Ribosomal_S20p	Translation, ribosomal structure and biogenesis	Ribosomal protein S20 (RpsT) (PDB:4V4H)	Ribosome 30S subunit	SSU ribosomal protein S20P	KEGG Orthology (KO)>>>09120 Genetic Information Processing>>>09122 Translation>>>03010 Ribosome [PATH:ko03010]!!!Ribosome>>>Ribosomal proteins>>>Bacteria>>>Small subunit			small subunit ribosomal protein S20						PF01649.18	J	COG0268	COG0268	CyCOG_60000794	ko00001!!!ko03011			K02968					gene
c_000000000038	SQK-NBD114-24_barcode05_2	1482.1	157	186																													intergenic
c_000000000038	SQK-NBD114-24_barcode05_2	1483.0	187	415			Cell motility	3'->5' ssDNA/RNA exonuclease TatD (TatD) (PDB:1J6O) (PUBMED:10747959;25114049)		TatD DNase family protein											N	COG0084		CyCOG_60000469									gene
c_000000000040	SQK-NBD114-24_barcode05_2	1535.0	24069	24399			Translation, ribosomal structure and biogenesis	tRNA 2-selenouridine synthase SelU, contains rhodanese domain (SelU)	tRNA modification	tRNA 2-selenouridine synthase											J	COG2603	COG2603	CyCOG_60000869									gene
c_000000000040	SQK-NBD114-24_barcode05_2	1535.1	24400	24432																													intergenic
